,Birth,Death,Dimension
0,0.0,0.050803542137145996,0
1,0.0,0.06867314130067825,0
2,0.0,0.07918964326381683,0
3,0.0,0.0810617059469223,0
4,0.0,0.08148619532585144,0
5,0.0,0.08393450081348419,0
6,0.0,0.0869540125131607,0
7,0.0,0.08722957968711853,0
8,0.0,0.08781229704618454,0
9,0.0,0.08843076229095459,0
10,0.0,0.0916023999452591,0
11,0.0,0.0917060524225235,0
12,0.0,0.09185314178466797,0
13,0.0,0.09190212190151215,0
14,0.0,0.09204889833927155,0
15,0.0,0.09266067296266556,0
16,0.0,0.09309135377407074,0
17,0.0,0.09317725151777267,0
18,0.0,0.09850380569696426,0
19,0.0,0.10021477192640305,0
20,0.0,0.10075217485427856,0
21,0.0,0.10134100914001465,0
22,0.0,0.10359536856412888,0
23,0.0,0.10387973487377167,0
24,0.0,0.1105712428689003,0
25,0.0,0.11093691736459732,0
26,0.0,0.11144953966140747,0
27,0.0,0.11368817090988159,0
28,0.0,0.1152215227484703,0
29,0.0,0.12399596720933914,0
30,0.0,0.12683847546577454,0
31,0.0,0.1441943198442459,0
32,0.0,0.14446799457073212,0
33,0.0,0.14658445119857788,0
34,0.0,0.15416549146175385,0
35,0.0,0.15879546105861664,0
36,0.0,0.1597842276096344,0
37,0.0,0.16380171477794647,0
38,0.0,0.1649545431137085,0
39,0.0,0.16506968438625336,0
40,0.0,0.16603313386440277,0
41,0.0,0.1719331294298172,0
42,0.0,0.1730809062719345,0
43,0.0,0.17583230137825012,0
44,0.0,0.18059346079826355,0
45,0.0,0.18882796168327332,0
46,0.0,0.19016309082508087,0
47,0.0,0.20583488047122955,0
48,0.0,0.2220652997493744,0
49,0.0,0.2240825742483139,0
50,0.0,0.22961053252220154,0
51,0.0,0.23069460690021515,0
52,0.0,0.23155128955841064,0
53,0.0,0.2646072506904602,0
54,0.0,0.2762933075428009,0
55,0.0,0.28672635555267334,0
56,0.0,0.29481011629104614,0
57,0.0,0.3059215545654297,0
58,0.0,0.30756625533103943,0
59,0.0,0.31041908264160156,0
60,0.0,0.3137132525444031,0
61,0.0,0.3358288109302521,0
62,0.0,0.3426470458507538,0
63,0.0,0.36004167795181274,0
64,0.0,0.36474236845970154,0
65,0.0,0.36601364612579346,0
66,0.0,0.3677893280982971,0
67,0.0,0.3699067533016205,0
68,0.0,0.37391844391822815,0
69,0.0,0.37570998072624207,0
70,0.0,0.3775327801704407,0
71,0.0,0.37892478704452515,0
72,0.0,0.3804287016391754,0
73,0.0,0.3850272595882416,0
74,0.0,0.38597798347473145,0
75,0.0,0.3861955404281616,0
76,0.0,0.3865242600440979,0
77,0.0,0.3875577449798584,0
78,0.0,0.4004010558128357,0
79,0.0,0.41202792525291443,0
80,0.0,0.4166053235530853,0
81,0.0,0.42932620644569397,0
82,0.0,0.45312029123306274,0
83,0.0,0.45992934703826904,0
84,0.0,0.4689989387989044,0
85,0.0,0.5016762018203735,0
86,0.0,0.5050346255302429,0
87,0.0,0.534806489944458,0
88,0.0,0.5416123867034912,0
89,0.0,0.5422619581222534,0
90,0.0,0.552902340888977,0
91,0.0,0.5621041059494019,0
92,0.0,0.6154299378395081,0
93,0.0,0.6337057948112488,0
94,0.0,0.679450511932373,0
95,0.0,0.6859146952629089,0
96,0.0,0.6916407942771912,0
97,0.0,0.6930526494979858,0
98,0.0,0.7013415694236755,0
99,0.0,0.71053147315979,0
100,0.0,0.7158240079879761,0
101,0.0,0.7477024793624878,0
102,0.0,0.7593339085578918,0
103,0.0,0.7664456963539124,0
104,0.0,0.7840778231620789,0
105,0.0,0.8018909096717834,0
106,0.0,0.8119058012962341,0
107,0.0,0.8486018180847168,0
108,0.0,0.8605637550354004,0
109,0.0,inf,0
110,0.839020848274231,0.8975967764854431,1
111,0.8312905430793762,0.8776234984397888,1
112,0.8305052518844604,0.8469929099082947,1
113,0.8113507032394409,0.8249921202659607,1
114,0.7685258388519287,0.8919826149940491,1
115,0.7611806392669678,0.8986451029777527,1
116,0.7372598052024841,0.7384124994277954,1
117,0.7368670105934143,0.7387597560882568,1
118,0.7217915058135986,0.9106947779655457,1
119,0.7001864314079285,0.7436376810073853,1
120,0.3520539700984955,0.375171959400177,1
121,0.2912558913230896,0.2963477671146393,1
122,0.1942189484834671,0.20260553061962128,1
123,0.18966549634933472,0.20533387362957,1
124,0.18945975601673126,0.19012364745140076,1
125,0.18833480775356293,0.1907563954591751,1
126,0.22177015244960785,0.22638241946697235,2
127,0.2121933102607727,0.23737944662570953,2
